column,missing_count,missing_pct
COMMONAREA_AVG,214865,69.87229725115525
COMMONAREA_MODE,214865,69.87229725115525
COMMONAREA_MEDI,214865,69.87229725115525
NONLIVINGAPARTMENTS_MEDI,213514,69.43296337366793
NONLIVINGAPARTMENTS_MODE,213514,69.43296337366793
NONLIVINGAPARTMENTS_AVG,213514,69.43296337366793
FONDKAPREMONT_MODE,210295,68.38617155158677
LIVINGAPARTMENTS_AVG,210199,68.35495315614726
LIVINGAPARTMENTS_MEDI,210199,68.35495315614726
LIVINGAPARTMENTS_MODE,210199,68.35495315614726
FLOORSMIN_MODE,208642,67.84862980511267
FLOORSMIN_AVG,208642,67.84862980511267
FLOORSMIN_MEDI,208642,67.84862980511267
YEARS_BUILD_AVG,204488,66.49778381911541
YEARS_BUILD_MODE,204488,66.49778381911541
YEARS_BUILD_MEDI,204488,66.49778381911541
OWN_CAR_AGE,202929,65.9908100848425
LANDAREA_MEDI,182590,59.376737742714894
LANDAREA_AVG,182590,59.376737742714894
LANDAREA_MODE,182590,59.376737742714894
